Package,Version,URL,Status,Bloom Log,Build Log,Deb File,Installed Files
robot_calibration,0.7.2-3-g80c2be2-2026.09.05.10.02,https://github.com/mikeferguson/robot_calibration/tree/ros1,success,robot_calibration_0.7.2-3-g80c2be2-2026.09.05.10.02-bloom_generate.log,ros-one-robot-calibration_0.7.2-3-g80c2be2-2026.09.05.10.02_amd64-2026-09-05T10:02:46Z.build,ros-one-robot-calibration_0.7.2-3-g80c2be2-2026.09.05.10.02_amd64.deb,ros-one-robot-calibration_0.7.2-3-g80c2be2-2026.09.05.10.02_amd64.files
ros_babel_fish_test_msgs,0-2026.09.05.10.08,https://github.com/ros-o/ros_babel_fish/tree/obese-devel,success,ros_babel_fish_test_msgs_0-2026.09.05.10.08-bloom_generate.log,ros-one-ros-babel-fish-test-msgs_0-2026.09.05.10.08_amd64-2026-09-05T10:08:16Z.build,ros-one-ros-babel-fish-test-msgs_0-2026.09.05.10.08_amd64.deb,ros-one-ros-babel-fish-test-msgs_0-2026.09.05.10.08_amd64.files
ros_babel_fish,0-2026.09.05.10.11,https://github.com/ros-o/ros_babel_fish/tree/obese-devel,success,ros_babel_fish_0-2026.09.05.10.11-bloom_generate.log,ros-one-ros-babel-fish_0-2026.09.05.10.11_amd64-2026-09-05T10:11:30Z.build,ros-one-ros-babel-fish_0-2026.09.05.10.11_amd64.deb,ros-one-ros-babel-fish_0-2026.09.05.10.11_amd64.files
ros_numpy,0-2026.09.05.10.15,https://github.com/ros-o/ros_numpy/tree/obese-devel,success,ros_numpy_0-2026.09.05.10.15-bloom_generate.log,ros-one-ros-numpy_0-2026.09.05.10.15_amd64-2026-09-05T10:15:27Z.build,ros-one-ros-numpy_0-2026.09.05.10.15_amd64.deb,ros-one-ros-numpy_0-2026.09.05.10.15_amd64.files
rqt_nav_view,0.5.8-2026.09.05.10.18,https://github.com/ros-visualization/rqt_nav_view/tree/master,success,rqt_nav_view_0.5.8-2026.09.05.10.18-bloom_generate.log,ros-one-rqt-nav-view_0.5.8-2026.09.05.10.18_amd64-2026-09-05T10:18:35Z.build,ros-one-rqt-nav-view_0.5.8-2026.09.05.10.18_amd64.deb,ros-one-rqt-nav-view_0.5.8-2026.09.05.10.18_amd64.files
rqt_robot_steering,0.5.12-5-g3076940-2026.09.05.10.21,https://github.com/ros-visualization/rqt_robot_steering/tree/master,success,rqt_robot_steering_0.5.12-5-g3076940-2026.09.05.10.21-bloom_generate.log,ros-one-rqt-robot-steering_0.5.12-5-g3076940-2026.09.05.10.21_amd64-2026-09-05T10:21:43Z.build,ros-one-rqt-robot-steering_0.5.12-5-g3076940-2026.09.05.10.21_amd64.deb,ros-one-rqt-robot-steering_0.5.12-5-g3076940-2026.09.05.10.21_amd64.files
rqt_top,0.4.10-1-gb2caab1-2026.09.05.10.24,https://github.com/ros-visualization/rqt_top/tree/master,success,rqt_top_0.4.10-1-gb2caab1-2026.09.05.10.24-bloom_generate.log,ros-one-rqt-top_0.4.10-1-gb2caab1-2026.09.05.10.24_amd64-2026-09-05T10:24:51Z.build,ros-one-rqt-top_0.4.10-1-gb2caab1-2026.09.05.10.24_amd64.deb,ros-one-rqt-top_0.4.10-1-gb2caab1-2026.09.05.10.24_amd64.files
slam_gmapping,1.4.2-2-geec8606-2026.09.05.10.27,https://github.com/ros-perception/slam_gmapping/tree/melodic-devel,success,slam_gmapping_1.4.2-2-geec8606-2026.09.05.10.27-bloom_generate.log,ros-one-slam-gmapping_1.4.2-2-geec8606-2026.09.05.10.27_amd64-2026-09-05T10:28:01Z.build,ros-one-slam-gmapping_1.4.2-2-geec8606-2026.09.05.10.27_amd64.deb,ros-one-slam-gmapping_1.4.2-2-geec8606-2026.09.05.10.27_amd64.files
turtle_tf,0.2.4-2026.09.05.10.31,https://github.com/ros/geometry_tutorials/tree/noetic-devel,success,turtle_tf_0.2.4-2026.09.05.10.31-bloom_generate.log,ros-one-turtle-tf_0.2.4-2026.09.05.10.31_amd64-2026-09-05T10:31:09Z.build,ros-one-turtle-tf_0.2.4-2026.09.05.10.31_amd64.deb,ros-one-turtle-tf_0.2.4-2026.09.05.10.31_amd64.files
turtle_tf2,0.2.4-2026.09.05.10.34,https://github.com/ros/geometry_tutorials/tree/noetic-devel,success,turtle_tf2_0.2.4-2026.09.05.10.34-bloom_generate.log,ros-one-turtle-tf2_0.2.4-2026.09.05.10.34_amd64-2026-09-05T10:34:57Z.build,ros-one-turtle-tf2_0.2.4-2026.09.05.10.34_amd64.deb,ros-one-turtle-tf2_0.2.4-2026.09.05.10.34_amd64.files
wifi_ddwrt,0.2.2-2026.09.05.10.38,https://github.com/ros-drivers/wifi_ddwrt/tree/noetic-devel,success,wifi_ddwrt_0.2.2-2026.09.05.10.38-bloom_generate.log,ros-one-wifi-ddwrt_0.2.2-2026.09.05.10.38_amd64-2026-09-05T10:38:38Z.build,ros-one-wifi-ddwrt_0.2.2-2026.09.05.10.38_amd64.deb,ros-one-wifi-ddwrt_0.2.2-2026.09.05.10.38_amd64.files
apriltag_ros,3.2.1-23-g94b3b84-2026.09.05.09.48,https://github.com/AprilRobotics/apriltag_ros/tree/master,success,apriltag_ros_3.2.1-23-g94b3b84-2026.09.05.09.48-bloom_generate.log,ros-one-apriltag-ros_3.2.1-23-g94b3b84-2026.09.05.09.48_amd64-2026-09-05T09:48:38Z.build,ros-one-apriltag-ros_3.2.1-23-g94b3b84-2026.09.05.09.48_amd64.deb,ros-one-apriltag-ros_3.2.1-23-g94b3b84-2026.09.05.09.48_amd64.files
mocap_optitrack,0.1.4-1-g1f4941f-2026.09.05.09.53,https://github.com/ros-o/mocap_optitrack/tree/obese-devel,success,mocap_optitrack_0.1.4-1-g1f4941f-2026.09.05.09.53-bloom_generate.log,ros-one-mocap-optitrack_0.1.4-1-g1f4941f-2026.09.05.09.53_amd64-2026-09-05T09:53:05Z.build,ros-one-mocap-optitrack_0.1.4-1-g1f4941f-2026.09.05.09.53_amd64.deb,ros-one-mocap-optitrack_0.1.4-1-g1f4941f-2026.09.05.09.53_amd64.files
octomap_ros,0.4.1-3-g8816e50-2026.09.05.09.56,https://github.com/OctoMap/octomap_ros/tree/melodic-devel,success,octomap_ros_0.4.1-3-g8816e50-2026.09.05.09.56-bloom_generate.log,ros-one-octomap-ros_0.4.1-3-g8816e50-2026.09.05.09.56_amd64-2026-09-05T09:56:44Z.build,ros-one-octomap-ros_0.4.1-3-g8816e50-2026.09.05.09.56_amd64.deb,ros-one-octomap-ros_0.4.1-3-g8816e50-2026.09.05.09.56_amd64.files
robot_pose_ekf,1.15.0-2026.09.05.10.00,https://github.com/ros-planning/robot_pose_ekf/tree/master,success,robot_pose_ekf_1.15.0-2026.09.05.10.00-bloom_generate.log,ros-one-robot-pose-ekf_1.15.0-2026.09.05.10.00_amd64-2026-09-05T10:00:12Z.build,ros-one-robot-pose-ekf_1.15.0-2026.09.05.10.00_amd64.deb,ros-one-robot-pose-ekf_1.15.0-2026.09.05.10.00_amd64.files
robot_state_publisher,1.15.2-4-ga235bfb-2026.09.05.10.03,https://github.com/ros-o/robot_state_publisher/tree/obese-devel,success,robot_state_publisher_1.15.2-4-ga235bfb-2026.09.05.10.03-bloom_generate.log,ros-one-robot-state-publisher_1.15.2-4-ga235bfb-2026.09.05.10.03_amd64-2026-09-05T10:03:53Z.build,ros-one-robot-state-publisher_1.15.2-4-ga235bfb-2026.09.05.10.03_amd64.deb,ros-one-robot-state-publisher_1.15.2-4-ga235bfb-2026.09.05.10.03_amd64.files
rqt_image_view,0.4.17-3-g3803409-2026.09.05.10.07,https://github.com/ros-visualization/rqt_image_view/tree/master,success,rqt_image_view_0.4.17-3-g3803409-2026.09.05.10.07-bloom_generate.log,ros-one-rqt-image-view_0.4.17-3-g3803409-2026.09.05.10.07_amd64-2026-09-05T10:07:36Z.build,ros-one-rqt-image-view_0.4.17-3-g3803409-2026.09.05.10.07_amd64.deb,ros-one-rqt-image-view_0.4.17-3-g3803409-2026.09.05.10.07_amd64.files
rqt_joint_trajectory_plot,0.0.5-31-g508ce24-2026.09.05.10.11,https://github.com/tork-a/rqt_joint_trajectory_plot/tree/master,success,rqt_joint_trajectory_plot_0.0.5-31-g508ce24-2026.09.05.10.11-bloom_generate.log,ros-one-rqt-joint-trajectory-plot_0.0.5-31-g508ce24-2026.09.05.10.11_amd64-2026-09-05T10:11:43Z.build,ros-one-rqt-joint-trajectory-plot_0.0.5-31-g508ce24-2026.09.05.10.11_amd64.deb,ros-one-rqt-joint-trajectory-plot_0.0.5-31-g508ce24-2026.09.05.10.11_amd64.files
rqt_logger_level,0.4.12-2026.09.05.10.15,https://github.com/ros-visualization/rqt_logger_level/tree/master,success,rqt_logger_level_0.4.12-2026.09.05.10.15-bloom_generate.log,ros-one-rqt-logger-level_0.4.12-2026.09.05.10.15_amd64-2026-09-05T10:15:17Z.build,ros-one-rqt-logger-level_0.4.12-2026.09.05.10.15_amd64.deb,ros-one-rqt-logger-level_0.4.12-2026.09.05.10.15_amd64.files
rqt_pose_view,0.5.11-5-g42e9174-2026.09.05.10.18,https://github.com/ros-visualization/rqt_pose_view/tree/master,success,rqt_pose_view_0.5.11-5-g42e9174-2026.09.05.10.18-bloom_generate.log,ros-one-rqt-pose-view_0.5.11-5-g42e9174-2026.09.05.10.18_amd64-2026-09-05T10:18:27Z.build,ros-one-rqt-pose-view_0.5.11-5-g42e9174-2026.09.05.10.18_amd64.deb,ros-one-rqt-pose-view_0.5.11-5-g42e9174-2026.09.05.10.18_amd64.files
rqt_publisher,0.4.10-7-g3f32ffe-2026.09.05.10.21,https://github.com/ros-visualization/rqt_publisher/tree/master,success,rqt_publisher_0.4.10-7-g3f32ffe-2026.09.05.10.21-bloom_generate.log,ros-one-rqt-publisher_0.4.10-7-g3f32ffe-2026.09.05.10.21_amd64-2026-09-05T10:21:37Z.build,ros-one-rqt-publisher_0.4.10-7-g3f32ffe-2026.09.05.10.21_amd64.deb,ros-one-rqt-publisher_0.4.10-7-g3f32ffe-2026.09.05.10.21_amd64.files
rqt_py_console,0.4.10-1-gf9bf603-2026.09.05.10.24,https://github.com/ros-visualization/rqt_py_console/tree/master,success,rqt_py_console_0.4.10-1-gf9bf603-2026.09.05.10.24-bloom_generate.log,ros-one-rqt-py-console_0.4.10-1-gf9bf603-2026.09.05.10.24_amd64-2026-09-05T10:24:46Z.build,ros-one-rqt-py-console_0.4.10-1-gf9bf603-2026.09.05.10.24_amd64.deb,ros-one-rqt-py-console_0.4.10-1-gf9bf603-2026.09.05.10.24_amd64.files
rqt_runtime_monitor,0.5.10-3-g7cf9210-2026.09.05.10.27,https://github.com/ros-visualization/rqt_runtime_monitor/tree/master,success,rqt_runtime_monitor_0.5.10-3-g7cf9210-2026.09.05.10.27-bloom_generate.log,ros-one-rqt-runtime-monitor_0.5.10-3-g7cf9210-2026.09.05.10.27_amd64-2026-09-05T10:27:55Z.build,ros-one-rqt-runtime-monitor_0.5.10-3-g7cf9210-2026.09.05.10.27_amd64.deb,ros-one-rqt-runtime-monitor_0.5.10-3-g7cf9210-2026.09.05.10.27_amd64.files
rqt_service_caller,0.4.10-1-g08ff4cc-2026.09.05.10.31,https://github.com/ros-visualization/rqt_service_caller/tree/master,success,rqt_service_caller_0.4.10-1-g08ff4cc-2026.09.05.10.31-bloom_generate.log,ros-one-rqt-service-caller_0.4.10-1-g08ff4cc-2026.09.05.10.31_amd64-2026-09-05T10:31:03Z.build,ros-one-rqt-service-caller_0.4.10-1-g08ff4cc-2026.09.05.10.31_amd64.deb,ros-one-rqt-service-caller_0.4.10-1-g08ff4cc-2026.09.05.10.31_amd64.files
rqt_web,0.4.10-5-g49eaabf-2026.09.05.10.34,https://github.com/ros-visualization/rqt_web/tree/master,success,rqt_web_0.4.10-5-g49eaabf-2026.09.05.10.34-bloom_generate.log,ros-one-rqt-web_0.4.10-5-g49eaabf-2026.09.05.10.34_amd64-2026-09-05T10:34:12Z.build,ros-one-rqt-web_0.4.10-5-g49eaabf-2026.09.05.10.34_amd64.deb,ros-one-rqt-web_0.4.10-5-g49eaabf-2026.09.05.10.34_amd64.files
warehouse_ros,0.9.5-3-g98c4454-2026.09.05.10.37,https://github.com/moveit/warehouse_ros/tree/kinetic-devel,success,warehouse_ros_0.9.5-3-g98c4454-2026.09.05.10.37-bloom_generate.log,ros-one-warehouse-ros_0.9.5-3-g98c4454-2026.09.05.10.37_amd64-2026-09-05T10:37:22Z.build,ros-one-warehouse-ros_0.9.5-3-g98c4454-2026.09.05.10.37_amd64.deb,ros-one-warehouse-ros_0.9.5-3-g98c4454-2026.09.05.10.37_amd64.files
find_object_2d,0.7.4-rolling-2-g3764491-2026.09.05.09.48,https://github.com/introlab/find-object/tree/master,success,find_object_2d_0.7.4-rolling-2-g3764491-2026.09.05.09.48-bloom_generate.log,ros-one-find-object-2d_0.7.4-rolling-2-g3764491-2026.09.05.09.48_amd64-2026-09-05T09:48:56Z.build,ros-one-find-object-2d_0.7.4-rolling-2-g3764491-2026.09.05.09.48_amd64.deb,ros-one-find-object-2d_0.7.4-rolling-2-g3764491-2026.09.05.09.48_amd64.files
moveit_python,0.4.5-1-gbc6d4a4-2026.09.05.09.54,https://github.com/mikeferguson/moveit_python/tree/ros1,success,moveit_python_0.4.5-1-gbc6d4a4-2026.09.05.09.54-bloom_generate.log,ros-one-moveit-python_0.4.5-1-gbc6d4a4-2026.09.05.09.54_amd64-2026-09-05T09:54:18Z.build,ros-one-moveit-python_0.4.5-1-gbc6d4a4-2026.09.05.09.54_amd64.deb,ros-one-moveit-python_0.4.5-1-gbc6d4a4-2026.09.05.09.54_amd64.files
realtime_urdf_filter,0-2026.09.05.09.57,https://github.com/blodow/realtime_urdf_filter/tree/master,success,realtime_urdf_filter_0-2026.09.05.09.57-bloom_generate.log,ros-one-realtime-urdf-filter_0-2026.09.05.09.57_amd64-2026-09-05T09:57:18Z.build,ros-one-realtime-urdf-filter_0-2026.09.05.09.57_amd64.deb,ros-one-realtime-urdf-filter_0-2026.09.05.09.57_amd64.files
rosparam_shortcuts,0.4.0-4-g7cf1dea-2026.09.05.10.01,https://github.com/ros-o/rosparam_shortcuts/tree/obese-devel,success,rosparam_shortcuts_0.4.0-4-g7cf1dea-2026.09.05.10.01-bloom_generate.log,ros-one-rosparam-shortcuts_0.4.0-4-g7cf1dea-2026.09.05.10.01_amd64-2026-09-05T10:01:37Z.build,ros-one-rosparam-shortcuts_0.4.0-4-g7cf1dea-2026.09.05.10.01_amd64.deb,ros-one-rosparam-shortcuts_0.4.0-4-g7cf1dea-2026.09.05.10.01_amd64.files
rqt_graph,0.4.14-5-g759e210-2026.09.05.10.04,https://github.com/ros-visualization/rqt_graph/tree/master,success,rqt_graph_0.4.14-5-g759e210-2026.09.05.10.04-bloom_generate.log,ros-one-rqt-graph_0.4.14-5-g759e210-2026.09.05.10.04_amd64-2026-09-05T10:04:58Z.build,ros-one-rqt-graph_0.4.14-5-g759e210-2026.09.05.10.04_amd64.deb,ros-one-rqt-graph_0.4.14-5-g759e210-2026.09.05.10.04_amd64.files
rqt_plot,0.4.13-2026.09.05.10.08,https://github.com/ros-visualization/rqt_plot/tree/master,success,rqt_plot_0.4.13-2026.09.05.10.08-bloom_generate.log,ros-one-rqt-plot_0.4.13-2026.09.05.10.08_amd64-2026-09-05T10:08:03Z.build,ros-one-rqt-plot_0.4.13-2026.09.05.10.08_amd64.deb,ros-one-rqt-plot_0.4.13-2026.09.05.10.08_amd64.files
rqt_topic,0.4.13-4-g8465371-2026.09.05.10.11,https://github.com/ros-visualization/rqt_topic/tree/master,success,rqt_topic_0.4.13-4-g8465371-2026.09.05.10.11-bloom_generate.log,ros-one-rqt-topic_0.4.13-4-g8465371-2026.09.05.10.11_amd64-2026-09-05T10:11:09Z.build,ros-one-rqt-topic_0.4.13-4-g8465371-2026.09.05.10.11_amd64.deb,ros-one-rqt-topic_0.4.13-4-g8465371-2026.09.05.10.11_amd64.files
slam_karto,0.8.1-14-g5c84a19-2026.09.05.10.14,https://github.com/ros-o/slam_karto/tree/obese-devel,success,slam_karto_0.8.1-14-g5c84a19-2026.09.05.10.14-bloom_generate.log,ros-one-slam-karto_0.8.1-14-g5c84a19-2026.09.05.10.14_amd64-2026-09-05T10:14:14Z.build,ros-one-slam-karto_0.8.1-14-g5c84a19-2026.09.05.10.14_amd64.deb,ros-one-slam-karto_0.8.1-14-g5c84a19-2026.09.05.10.14_amd64.files
stage_ros,1.8.0-2-g6d8588c-2026.09.05.10.18,https://github.com/ros-o/stage_ros/tree/obese-devel,success,stage_ros_1.8.0-2-g6d8588c-2026.09.05.10.18-bloom_generate.log,ros-one-stage-ros_1.8.0-2-g6d8588c-2026.09.05.10.18_amd64-2026-09-05T10:18:03Z.build,ros-one-stage-ros_1.8.0-2-g6d8588c-2026.09.05.10.18_amd64.deb,ros-one-stage-ros_1.8.0-2-g6d8588c-2026.09.05.10.18_amd64.files
fake_localization,0-2026.09.05.10.49,https://github.com/ros-o/navigation/tree/obese-devel,success,fake_localization_0-2026.09.05.10.49-bloom_generate.log,ros-one-fake-localization_0-2026.09.05.10.49_amd64-2026-09-05T10:49:11Z.build,ros-one-fake-localization_0-2026.09.05.10.49_amd64.deb,ros-one-fake-localization_0-2026.09.05.10.49_amd64.files
map_server,0-2026.09.05.10.53,https://github.com/ros-o/navigation/tree/obese-devel,success,map_server_0-2026.09.05.10.53-bloom_generate.log,ros-one-map-server_0-2026.09.05.10.53_amd64-2026-09-05T10:53:23Z.build,ros-one-map-server_0-2026.09.05.10.53_amd64.deb,ros-one-map-server_0-2026.09.05.10.53_amd64.files
amcl,0-2026.09.05.10.57,https://github.com/ros-o/navigation/tree/obese-devel,success,amcl_0-2026.09.05.10.57-bloom_generate.log,ros-one-amcl_0-2026.09.05.10.57_amd64-2026-09-05T10:57:31Z.build,ros-one-amcl_0-2026.09.05.10.57_amd64.deb,ros-one-amcl_0-2026.09.05.10.57_amd64.files
navigation,0-2026.09.05.11.02,https://github.com/ros-o/navigation/tree/obese-devel,success,navigation_0-2026.09.05.11.02-bloom_generate.log,ros-one-navigation_0-2026.09.05.11.02_amd64-2026-09-05T11:02:02Z.build,ros-one-navigation_0-2026.09.05.11.02_amd64.deb,ros-one-navigation_0-2026.09.05.11.02_amd64.files
voxel_grid,0-2026.09.05.11.05,https://github.com/ros-o/navigation/tree/obese-devel,success,voxel_grid_0-2026.09.05.11.05-bloom_generate.log,ros-one-voxel-grid_0-2026.09.05.11.05_amd64-2026-09-05T11:05:49Z.build,ros-one-voxel-grid_0-2026.09.05.11.05_amd64.deb,ros-one-voxel-grid_0-2026.09.05.11.05_amd64.files
costmap_2d,0-2026.09.05.11.09,https://github.com/ros-o/navigation/tree/obese-devel,success,costmap_2d_0-2026.09.05.11.09-bloom_generate.log,ros-one-costmap-2d_0-2026.09.05.11.09_amd64-2026-09-05T11:09:45Z.build,ros-one-costmap-2d_0-2026.09.05.11.09_amd64.deb,ros-one-costmap-2d_0-2026.09.05.11.09_amd64.files
nav_core,0-2026.09.05.11.14,https://github.com/ros-o/navigation/tree/obese-devel,success,nav_core_0-2026.09.05.11.14-bloom_generate.log,ros-one-nav-core_0-2026.09.05.11.14_amd64-2026-09-05T11:14:59Z.build,ros-one-nav-core_0-2026.09.05.11.14_amd64.deb,ros-one-nav-core_0-2026.09.05.11.14_amd64.files
base_local_planner,0-2026.09.05.11.19,https://github.com/ros-o/navigation/tree/obese-devel,success,base_local_planner_0-2026.09.05.11.19-bloom_generate.log,ros-one-base-local-planner_0-2026.09.05.11.19_amd64-2026-09-05T11:19:10Z.build,ros-one-base-local-planner_0-2026.09.05.11.19_amd64.deb,ros-one-base-local-planner_0-2026.09.05.11.19_amd64.files
carrot_planner,0-2026.09.05.11.24,https://github.com/ros-o/navigation/tree/obese-devel,success,carrot_planner_0-2026.09.05.11.24-bloom_generate.log,ros-one-carrot-planner_0-2026.09.05.11.24_amd64-2026-09-05T11:24:11Z.build,ros-one-carrot-planner_0-2026.09.05.11.24_amd64.deb,ros-one-carrot-planner_0-2026.09.05.11.24_amd64.files
clear_costmap_recovery,0-2026.09.05.11.28,https://github.com/ros-o/navigation/tree/obese-devel,success,clear_costmap_recovery_0-2026.09.05.11.28-bloom_generate.log,ros-one-clear-costmap-recovery_0-2026.09.05.11.28_amd64-2026-09-05T11:28:33Z.build,ros-one-clear-costmap-recovery_0-2026.09.05.11.28_amd64.deb,ros-one-clear-costmap-recovery_0-2026.09.05.11.28_amd64.files
dwa_local_planner,0-2026.09.05.11.32,https://github.com/ros-o/navigation/tree/obese-devel,success,dwa_local_planner_0-2026.09.05.11.32-bloom_generate.log,ros-one-dwa-local-planner_0-2026.09.05.11.32_amd64-2026-09-05T11:32:58Z.build,ros-one-dwa-local-planner_0-2026.09.05.11.32_amd64.deb,ros-one-dwa-local-planner_0-2026.09.05.11.32_amd64.files
move_slow_and_clear,0-2026.09.05.11.37,https://github.com/ros-o/navigation/tree/obese-devel,success,move_slow_and_clear_0-2026.09.05.11.37-bloom_generate.log,ros-one-move-slow-and-clear_0-2026.09.05.11.37_amd64-2026-09-05T11:37:31Z.build,ros-one-move-slow-and-clear_0-2026.09.05.11.37_amd64.deb,ros-one-move-slow-and-clear_0-2026.09.05.11.37_amd64.files
navfn,0-2026.09.05.11.41,https://github.com/ros-o/navigation/tree/obese-devel,success,navfn_0-2026.09.05.11.41-bloom_generate.log,ros-one-navfn_0-2026.09.05.11.41_amd64-2026-09-05T11:41:56Z.build,ros-one-navfn_0-2026.09.05.11.41_amd64.deb,ros-one-navfn_0-2026.09.05.11.41_amd64.files
global_planner,0-2026.09.05.11.46,https://github.com/ros-o/navigation/tree/obese-devel,success,global_planner_0-2026.09.05.11.46-bloom_generate.log,ros-one-global-planner_0-2026.09.05.11.46_amd64-2026-09-05T11:46:31Z.build,ros-one-global-planner_0-2026.09.05.11.46_amd64.deb,ros-one-global-planner_0-2026.09.05.11.46_amd64.files
rotate_recovery,0-2026.09.05.11.51,https://github.com/ros-o/navigation/tree/obese-devel,success,rotate_recovery_0-2026.09.05.11.51-bloom_generate.log,ros-one-rotate-recovery_0-2026.09.05.11.51_amd64-2026-09-05T11:51:14Z.build,ros-one-rotate-recovery_0-2026.09.05.11.51_amd64.deb,ros-one-rotate-recovery_0-2026.09.05.11.51_amd64.files
move_base,0-2026.09.05.11.55,https://github.com/ros-o/navigation/tree/obese-devel,success,move_base_0-2026.09.05.11.55-bloom_generate.log,ros-one-move-base_0-2026.09.05.11.55_amd64-2026-09-05T11:55:39Z.build,ros-one-move-base_0-2026.09.05.11.55_amd64.deb,ros-one-move-base_0-2026.09.05.11.55_amd64.files
can_msgs,0.8.5-21-g76283814-2026.09.05.10.48,https://github.com/ros-industrial/ros_canopen/tree/melodic-devel,success,can_msgs_0.8.5-21-g76283814-2026.09.05.10.48-bloom_generate.log,ros-one-can-msgs_0.8.5-21-g76283814-2026.09.05.10.48_amd64-2026-09-05T10:48:49Z.build,ros-one-can-msgs_0.8.5-21-g76283814-2026.09.05.10.48_amd64.deb,ros-one-can-msgs_0.8.5-21-g76283814-2026.09.05.10.48_amd64.files
cras_bag_tools,2.5.1-146-g0464f6f-2026.09.05.10.52,https://github.com/ctu-vras/ros-utils/tree/master,success,cras_bag_tools_2.5.1-146-g0464f6f-2026.09.05.10.52-bloom_generate.log,ros-one-cras-bag-tools_2.5.1-146-g0464f6f-2026.09.05.10.52_amd64-2026-09-05T10:52:39Z.build,ros-one-cras-bag-tools_2.5.1-146-g0464f6f-2026.09.05.10.52_amd64.deb,ros-one-cras-bag-tools_2.5.1-146-g0464f6f-2026.09.05.10.52_amd64.files
cras_cpp_common,2.5.1-146-g0464f6f-2026.09.05.10.56,https://github.com/ctu-vras/ros-utils/tree/master,success,cras_cpp_common_2.5.1-146-g0464f6f-2026.09.05.10.56-bloom_generate.log,ros-one-cras-cpp-common_2.5.1-146-g0464f6f-2026.09.05.10.56_amd64-2026-09-05T10:56:26Z.build,ros-one-cras-cpp-common_2.5.1-146-g0464f6f-2026.09.05.10.56_amd64.deb,ros-one-cras-cpp-common_2.5.1-146-g0464f6f-2026.09.05.10.56_amd64.files
camera_throttle,2.5.1-146-g0464f6f-2026.09.05.11.02,https://github.com/ctu-vras/ros-utils/tree/master,success,camera_throttle_2.5.1-146-g0464f6f-2026.09.05.11.02-bloom_generate.log,ros-one-camera-throttle_2.5.1-146-g0464f6f-2026.09.05.11.02_amd64-2026-09-05T11:02:08Z.build,ros-one-camera-throttle_2.5.1-146-g0464f6f-2026.09.05.11.02_amd64.deb,ros-one-camera-throttle_2.5.1-146-g0464f6f-2026.09.05.11.02_amd64.files
cras_docs_common,2.5.1-146-g0464f6f-2026.09.05.11.07,https://github.com/ctu-vras/ros-utils/tree/master,success,cras_docs_common_2.5.1-146-g0464f6f-2026.09.05.11.07-bloom_generate.log,ros-one-cras-docs-common_2.5.1-146-g0464f6f-2026.09.05.11.07_amd64-2026-09-05T11:07:11Z.build,ros-one-cras-docs-common_2.5.1-146-g0464f6f-2026.09.05.11.07_amd64.deb,ros-one-cras-docs-common_2.5.1-146-g0464f6f-2026.09.05.11.07_amd64.files
cras_py_common,2.5.1-146-g0464f6f-2026.09.05.11.10,https://github.com/ctu-vras/ros-utils/tree/master,success,cras_py_common_2.5.1-146-g0464f6f-2026.09.05.11.10-bloom_generate.log,ros-one-cras-py-common_2.5.1-146-g0464f6f-2026.09.05.11.10_amd64-2026-09-05T11:11:00Z.build,ros-one-cras-py-common_2.5.1-146-g0464f6f-2026.09.05.11.10_amd64.deb,ros-one-cras-py-common_2.5.1-146-g0464f6f-2026.09.05.11.10_amd64.files
cras_topic_tools,2.5.1-146-g0464f6f-2026.09.05.11.14,https://github.com/ctu-vras/ros-utils/tree/master,success,cras_topic_tools_2.5.1-146-g0464f6f-2026.09.05.11.14-bloom_generate.log,ros-one-cras-topic-tools_2.5.1-146-g0464f6f-2026.09.05.11.14_amd64-2026-09-05T11:14:57Z.build,ros-one-cras-topic-tools_2.5.1-146-g0464f6f-2026.09.05.11.14_amd64.deb,ros-one-cras-topic-tools_2.5.1-146-g0464f6f-2026.09.05.11.14_amd64.files
image_transport_codecs,2.5.1-146-g0464f6f-2026.09.05.11.20,https://github.com/ctu-vras/ros-utils/tree/master,success,image_transport_codecs_2.5.1-146-g0464f6f-2026.09.05.11.20-bloom_generate.log,ros-one-image-transport-codecs_2.5.1-146-g0464f6f-2026.09.05.11.20_amd64-2026-09-05T11:20:21Z.build,ros-one-image-transport-codecs_2.5.1-146-g0464f6f-2026.09.05.11.20_amd64.deb,ros-one-image-transport-codecs_2.5.1-146-g0464f6f-2026.09.05.11.20_amd64.files
ros_canopen,0.8.5-21-g76283814-2026.09.05.11.25,https://github.com/ros-industrial/ros_canopen/tree/melodic-devel,success,ros_canopen_0.8.5-21-g76283814-2026.09.05.11.25-bloom_generate.log,ros-one-ros-canopen_0.8.5-21-g76283814-2026.09.05.11.25_amd64-2026-09-05T11:25:25Z.build,ros-one-ros-canopen_0.8.5-21-g76283814-2026.09.05.11.25_amd64.deb,ros-one-ros-canopen_0.8.5-21-g76283814-2026.09.05.11.25_amd64.files
socketcan_interface,0.8.5-21-g76283814-2026.09.05.11.29,https://github.com/ros-industrial/ros_canopen/tree/melodic-devel,success,socketcan_interface_0.8.5-21-g76283814-2026.09.05.11.29-bloom_generate.log,ros-one-socketcan-interface_0.8.5-21-g76283814-2026.09.05.11.29_amd64-2026-09-05T11:29:16Z.build,ros-one-socketcan-interface_0.8.5-21-g76283814-2026.09.05.11.29_amd64.deb,ros-one-socketcan-interface_0.8.5-21-g76283814-2026.09.05.11.29_amd64.files
